
For query : <DOC>


For query : <DOCNO> 1 </DOCNO>
165 Q0 CACM-2423 79 0.009288431423869117 QueryLikelihoodModelStemNoStop
165 Q0 CACM-1114 80 0.008667572379384945 QueryLikelihoodModelStemNoStop
165 Q0 CACM-1886 81 0.00851800098094959 QueryLikelihoodModelStemNoStop
165 Q0 CACM-1163 82 0.00844246415427672 QueryLikelihoodModelStemNoStop
165 Q0 CACM-2819 83 0.008282066202506617 QueryLikelihoodModelStemNoStop
165 Q0 CACM-2623 84 0.008126811425436553 QueryLikelihoodModelStemNoStop
165 Q0 CACM-3171 85 0.008125905712718278 QueryLikelihoodModelStemNoStop
165 Q0 CACM-1345 86 0.00802559707074297 QueryLikelihoodModelStemNoStop
165 Q0 CACM-2033 87 0.008009454671965769 QueryLikelihoodModelStemNoStop
165 Q0 CACM-1564 88 0.00797727154813594 QueryLikelihoodModelStemNoStop
165 Q0 CACM-405 89 0.007833136726641373 QueryLikelihoodModelStemNoStop
165 Q0 CACM-124 90 0.007559045247601997 QueryLikelihoodModelStemNoStop
165 Q0 CACM-2233 91 0.007210736989312005 QueryLikelihoodModelStemNoStop
165 Q0 CACM-2253 92 0.007184131867425504 QueryLikelihoodModelStemNoStop
165 Q0 CACM-3193 93 0.00714376285557542 QueryLikelihoodModelStemNoStop
165 Q0 CACM-3110 94 0.007067028816740901 QueryLikelihoodModelStemNoStop
165 Q0 CACM-1282 95 0.007066123104022624 QueryLikelihoodModelStemNoStop
165 Q0 CACM-2904 96 0.006990153024546235 QueryLikelihoodModelStemNoStop
165 Q0 CACM-1992 97 0.006737562720773341 QueryLikelihoodModelStemNoStop
165 Q0 CACM-2701 98 0.006737562720773341 QueryLikelihoodModelStemNoStop
165 Q0 CACM-585 99 0.0064694731169788414 QueryLikelihoodModelStemNoStop
165 Q0 CACM-1786 100 0.006417190822365357 QueryLikelihoodModelStemNoStop

For query : 


For query : 


For query : </DOC>


For query : <DOC>


For query : <DOCNO> 19 </DOCNO>

170 Q0 CACM-1980 1 0.21404884448729594 QueryLikelihoodModelStemNoStop
170 Q0 CACM-3019 2 0.201732289345499 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1994 3 0.19387504623901772 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1972 4 0.1934443497828571 QueryLikelihoodModelStemNoStop
170 Q0 CACM-19 5 0.1925998382943388 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1900 6 0.12892097312986833 QueryLikelihoodModelStemNoStop
170 Q0 CACM-566 7 0.0962999191471694 QueryLikelihoodModelStemNoStop
170 Q0 CACM-306 8 0.07800271713815483 QueryLikelihoodModelStemNoStop
170 Q0 CACM-473 9 0.07800271713815483 QueryLikelihoodModelStemNoStop
170 Q0 CACM-514 10 0.07500271713815485 QueryLikelihoodModelStemNoStop
170 Q0 CACM-569 11 0.07500271713815485 QueryLikelihoodModelStemNoStop
170 Q0 CACM-29 12 0.07500271713815485 QueryLikelihoodModelStemNoStop
170 Q0 CACM-609 13 0.07500271713815485 QueryLikelihoodModelStemNoStop
170 Q0 CACM-139 14 0.07222493936037705 QueryLikelihoodModelStemNoStop
170 Q0 CACM-737 15 0.06964557428101198 QueryLikelihoodModelStemNoStop
170 Q0 CACM-73 16 0.06964557428101198 QueryLikelihoodModelStemNoStop
170 Q0 CACM-543 17 0.06964557428101198 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2872 18 0.06724409644849966 QueryLikelihoodModelStemNoStop
170 Q0 CACM-772 19 0.06724409644849966 QueryLikelihoodModelStemNoStop
170 Q0 CACM-804 20 0.06724409644849966 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1042 21 0.06290594294460644 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1217 22 0.06094021713815483 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1512 23 0.06094021713815483 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2404 24 0.060468739129942876 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1849 25 0.060468739129942876 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2414 26 0.05735565831462542 QueryLikelihoodModelStemNoStop
170 Q0 CACM-927 27 0.05571700285244054 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1450 28 0.05571700285244054 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2235 29 0.054169383804821496 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1998 30 0.052710854117167194 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2468 31 0.05270541984085753 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1799 32 0.05270541984085753 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1758 33 0.05131850661183904 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1023 34 0.050785778563591386 QueryLikelihoodModelStemNoStop
170 Q0 CACM-3161 35 0.05000271713815483 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2010 36 0.05000271713815483 QueryLikelihoodModelStemNoStop
170 Q0 CACM-97 37 0.04875271713815483 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2782 38 0.04875271713815483 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1715 39 0.047563692747910925 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1898 40 0.047563692747910925 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2475 41 0.047563692747910925 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1814 42 0.047563692747910925 QueryLikelihoodModelStemNoStop
170 Q0 CACM-697 43 0.04643128856672626 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2405 44 0.04643128856672626 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2403 45 0.045351554347457156 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1930 46 0.04506218492855093 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1815 47 0.044320898956336646 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1974 48 0.04334601331138921 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1838 49 0.04333605047148816 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1559 50 0.04062862285087311 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2576 51 0.03900271713815483 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2361 52 0.03880959300012684 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2290 53 0.034214149166662586 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1304 54 0.03250271713815483 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2412 55 0.032182746385373565 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1873 56 0.030955098090535784 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1356 57 0.030955098090535784 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2154 58 0.02989592602388369 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1962 59 0.02840620966689168 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2647 60 0.028263586703372222 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2156 61 0.028062988233144195 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2411 62 0.026807746562213314 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1686 63 0.025395153563591386 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1713 64 0.025166724598890307 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2408 65 0.025002717138154832 QueryLikelihoodModelStemNoStop
170 Q0 CACM-693 66 0.02437771713815483 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2057 67 0.024076791212228905 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2409 68 0.02378320494303288 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1483 69 0.02378320494303288 QueryLikelihoodModelStemNoStop
170 Q0 CACM-3159 70 0.023217002852440546 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1794 71 0.022677135742805995 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2410 72 0.021198369312067873 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1757 73 0.020970459073638703 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2731 74 0.02074739798921866 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1808 75 0.0199006763218283 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1870 76 0.018934755973106288 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2130 77 0.018470437654500477 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2513 78 0.01806008411914694 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1826 79 0.018020038406651673 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2686 80 0.017729989865427558 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2605 81 0.01769069768080508 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2407 82 0.017572096131158954 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2267 83 0.0175702847057224 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2249 84 0.01747764684316128 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2691 85 0.016813061965741036 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2323 86 0.016459319053404753 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2287 87 0.016459319053404753 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2754 88 0.016118419617493676 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2634 89 0.01598632369553188 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2221 90 0.015118996207922272 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1681 91 0.01484471121199321 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2310 92 0.01477635012360038 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2501 93 0.014449878720754107 QueryLikelihoodModelStemNoStop
170 Q0 CACM-3167 94 0.014340952432272479 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2222 95 0.014340952432272479 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1764 96 0.01405767690492716 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2833 97 0.013794218776906727 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2616 98 0.013544383804821498 QueryLikelihoodModelStemNoStop
170 Q0 CACM-2667 99 0.013490005742014621 QueryLikelihoodModelStemNoStop
170 Q0 CACM-1722 100 0.012916624422923044 QueryLikelihoodModelStemNoStop

For query : 


For query : 


For query : Parallel algorithms


For query : 


For query : 


For query : 


For query : </DOC>


For query : <DOC>


For query : <DOCNO> 20 </DOCNO>

179 Q0 CACM-620 1 0.20000724570174622 QueryLikelihoodModelStemNoStop
179 Q0 CACM-1920 2 0.17728903010165625 QueryLikelihoodModelStemNoStop
179 Q0 CACM-120 3 0.17568473280285846 QueryLikelihoodModelStemNoStop
179 Q0 CACM-2060 4 0.16110434200717955 QueryLikelihoodModelStemNoStop
179 Q0 CACM-2011 5 0.15889885172878992 QueryLikelihoodModelStemNoStop
179 Q0 CACM-2021 6 0.15414454273272657 QueryLikelihoodModelStemNoStop
179 Q0 CACM-2046 7 0.12366491202595507 QueryLikelihoodModelStemNoStop
179 Q0 CACM-2024 8 0.11974318209429109 QueryLikelihoodModelStemNoStop
179 Q0 CACM-2069 9 0.07712498405682455 QueryLikelihoodModelStemNoStop
179 Q0 CACM-2090 10 0.07583967332236127 QueryLikelihoodModelStemNoStop
179 Q0 CACM-610 11 0.07500271713815485 QueryLikelihoodModelStemNoStop
179 Q0 CACM-611 12 0.07222493936037705 QueryLikelihoodModelStemNoStop
179 Q0 CACM-639 13 0.06964557428101198 QueryLikelihoodModelStemNoStop
179 Q0 CACM-641 14 0.06724409644849966 QueryLikelihoodModelStemNoStop
179 Q0 CACM-640 15 0.06290594294460644 QueryLikelihoodModelStemNoStop
179 Q0 CACM-20 16 0.05909634336721876 QueryLikelihoodModelStemNoStop
179 Q0 CACM-2078 17 0.05463090586667858 QueryLikelihoodModelStemNoStop
179 Q0 CACM-2003 18 0.052476971743397556 QueryLikelihoodModelStemNoStop
179 Q0 CACM-602 19 0.052001811425436556 QueryLikelihoodModelStemNoStop
179 Q0 CACM-604 20 0.052001811425436556 QueryLikelihoodModelStemNoStop
179 Q0 CACM-110 21 0.052001811425436556 QueryLikelihoodModelStemNoStop
179 Q0 CACM-227 22 0.052001811425436556 QueryLikelihoodModelStemNoStop
179 Q0 CACM-638 23 0.05131850661183904 QueryLikelihoodModelStemNoStop
179 Q0 CACM-607 24 0.050001811425436554 QueryLikelihoodModelStemNoStop
179 Q0 CACM-648 25 0.050001811425436554 QueryLikelihoodModelStemNoStop
179 Q0 CACM-115 26 0.050001811425436554 QueryLikelihoodModelStemNoStop
179 Q0 CACM-609 27 0.050001811425436554 QueryLikelihoodModelStemNoStop
179 Q0 CACM-592 28 0.050001811425436554 QueryLikelihoodModelStemNoStop
179 Q0 CACM-636 29 0.04875271713815483 QueryLikelihoodModelStemNoStop
179 Q0 CACM-588 30 0.0481499595735847 QueryLikelihoodModelStemNoStop
179 Q0 CACM-389 31 0.0481499595735847 QueryLikelihoodModelStemNoStop
179 Q0 CACM-649 32 0.0481499595735847 QueryLikelihoodModelStemNoStop
179 Q0 CACM-738 33 0.0481499595735847 QueryLikelihoodModelStemNoStop
179 Q0 CACM-928 34 0.0481499595735847 QueryLikelihoodModelStemNoStop
179 Q0 CACM-2420 35 0.04748368437769715 QueryLikelihoodModelStemNoStop
179 Q0 CACM-614 36 0.04643038285400798 QueryLikelihoodModelStemNoStop
179 Q0 CACM-599 37 0.04643038285400798 QueryLikelihoodModelStemNoStop
179 Q0 CACM-113 38 0.04643038285400798 QueryLikelihoodModelStemNoStop
179 Q0 CACM-498 39 0.04643038285400798 QueryLikelihoodModelStemNoStop
179 Q0 CACM-109 40 0.04643038285400798 QueryLikelihoodModelStemNoStop
179 Q0 CACM-645 41 0.04643038285400798 QueryLikelihoodModelStemNoStop
179 Q0 CACM-171 42 0.0448293976323331 QueryLikelihoodModelStemNoStop
179 Q0 CACM-1499 43 0.0448293976323331 QueryLikelihoodModelStemNoStop
179 Q0 CACM-623 44 0.0448293976323331 QueryLikelihoodModelStemNoStop
179 Q0 CACM-622 45 0.0448293976323331 QueryLikelihoodModelStemNoStop
179 Q0 CACM-624 46 0.0448293976323331 QueryLikelihoodModelStemNoStop
179 Q0 CACM-567 47 0.043335144758769886 QueryLikelihoodModelStemNoStop
179 Q0 CACM-654 48 0.043335144758769886 QueryLikelihoodModelStemNoStop
179 Q0 CACM-650 49 0.043335144758769886 QueryLikelihoodModelStemNoStop
179 Q0 CACM-597 50 0.043335144758769886 QueryLikelihoodModelStemNoStop
179 Q0 CACM-608 51 0.043335144758769886 QueryLikelihoodModelStemNoStop
179 Q0 CACM-625 52 0.043335144758769886 QueryLikelihoodModelStemNoStop
179 Q0 CACM-634 53 0.042626573670545245 QueryLikelihoodModelStemNoStop
179 Q0 CACM-589 54 0.041937295296404296 QueryLikelihoodModelStemNoStop
179 Q0 CACM-112 55 0.041937295296404296 QueryLikelihoodModelStemNoStop
179 Q0 CACM-114 56 0.041937295296404296 QueryLikelihoodModelStemNoStop
179 Q0 CACM-2995 57 0.041937295296404296 QueryLikelihoodModelStemNoStop
179 Q0 CACM-647 58 0.041937295296404296 QueryLikelihoodModelStemNoStop
179 Q0 CACM-651 59 0.041937295296404296 QueryLikelihoodModelStemNoStop
179 Q0 CACM-590 60 0.041937295296404296 QueryLikelihoodModelStemNoStop
179 Q0 CACM-593 61 0.041937295296404296 QueryLikelihoodModelStemNoStop
179 Q0 CACM-2416 62 0.04127346412071438 QueryLikelihoodModelStemNoStop
179 Q0 CACM-629 63 0.04062681142543655 QueryLikelihoodModelStemNoStop
179 Q0 CACM-594 64 0.04062681142543655 QueryLikelihoodModelStemNoStop
179 Q0 CACM-646 65 0.03939575081937595 QueryLikelihoodModelStemNoStop
179 Q0 CACM-226 66 0.03939575081937595 QueryLikelihoodModelStemNoStop
179 Q0 CACM-601 67 0.03823710554308361 QueryLikelihoodModelStemNoStop
179 Q0 CACM-628 68 0.03823710554308361 QueryLikelihoodModelStemNoStop
179 Q0 CACM-606 69 0.037144668568293696 QueryLikelihoodModelStemNoStop
179 Q0 CACM-613 70 0.036795169968343505 QueryLikelihoodModelStemNoStop
179 Q0 CACM-474 71 0.036113828249265935 QueryLikelihoodModelStemNoStop
179 Q0 CACM-2250 72 0.03611292253654766 QueryLikelihoodModelStemNoStop
179 Q0 CACM-591 73 0.03611292253654766 QueryLikelihoodModelStemNoStop
179 Q0 CACM-108 74 0.03513694656057169 QueryLikelihoodModelStemNoStop
179 Q0 CACM-658 75 0.03421233774122603 QueryLikelihoodModelStemNoStop
179 Q0 CACM-143 76 0.03421233774122603 QueryLikelihoodModelStemNoStop
179 Q0 CACM-612 77 0.033335144758769884 QueryLikelihoodModelStemNoStop
179 Q0 CACM-587 78 0.033335144758769884 QueryLikelihoodModelStemNoStop
179 Q0 CACM-635 79 0.03305356459578195 QueryLikelihoodModelStemNoStop
179 Q0 CACM-2282 80 0.03250271713815483 QueryLikelihoodModelStemNoStop
179 Q0 CACM-175 81 0.03095419237781751 QueryLikelihoodModelStemNoStop
179 Q0 CACM-652 82 0.03095419237781751 QueryLikelihoodModelStemNoStop
179 Q0 CACM-2909 83 0.03095419237781751 QueryLikelihoodModelStemNoStop
179 Q0 CACM-586 84 0.03095419237781751 QueryLikelihoodModelStemNoStop
179 Q0 CACM-773 85 0.027661385893521663 QueryLikelihoodModelStemNoStop
179 Q0 CACM-626 86 0.02708514475876989 QueryLikelihoodModelStemNoStop
179 Q0 CACM-190 87 0.02708423904605161 QueryLikelihoodModelStemNoStop
179 Q0 CACM-603 88 0.026532423670334513 QueryLikelihoodModelStemNoStop
179 Q0 CACM-656 89 0.026532423670334513 QueryLikelihoodModelStemNoStop
179 Q0 CACM-2417 90 0.02626624911349937 QueryLikelihoodModelStemNoStop
179 Q0 CACM-127 91 0.026000905712718278 QueryLikelihoodModelStemNoStop
179 Q0 CACM-187 92 0.026000905712718278 QueryLikelihoodModelStemNoStop
179 Q0 CACM-132 93 0.025000905712718277 QueryLikelihoodModelStemNoStop
179 Q0 CACM-805 94 0.025000905712718277 QueryLikelihoodModelStemNoStop
179 Q0 CACM-159 95 0.02407497978679235 QueryLikelihoodModelStemNoStop
179 Q0 CACM-172 96 0.02407497978679235 QueryLikelihoodModelStemNoStop
179 Q0 CACM-139 97 0.02407497978679235 QueryLikelihoodModelStemNoStop
179 Q0 CACM-128 98 0.02407497978679235 QueryLikelihoodModelStemNoStop
179 Q0 CACM-119 99 0.02407497978679235 QueryLikelihoodModelStemNoStop
179 Q0 CACM-151 100 0.02407497978679235 QueryLikelihoodModelStemNoStop

For query : 


For query : 


For query : Graph theoretic algorithms applicable to sparse matrices

182 Q0 CACM-2208 1 0.07125461381756741 QueryLikelihoodModelStemNoStop
182 Q0 CACM-894 2 0.06555708704001428 QueryLikelihoodModelStemNoStop
182 Q0 CACM-696 3 0.06388822948615291 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1315 4 0.06258314774871507 QueryLikelihoodModelStemNoStop
182 Q0 CACM-280 5 0.06094021713815483 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2964 6 0.059094531941782207 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2287 7 0.057607616686916635 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1925 8 0.0572453843805716 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2949 9 0.05418025235744082 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1516 10 0.05417844093200427 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1886 11 0.05110800588569755 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2925 12 0.04930359092955878 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1034 13 0.04906384947533112 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2586 14 0.04875271713815483 QueryLikelihoodModelStemNoStop
182 Q0 CACM-329 15 0.048649418622213975 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1627 16 0.04860537654286771 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1563 17 0.04779864621065021 QueryLikelihoodModelStemNoStop
182 Q0 CACM-825 18 0.047402173322361275 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2571 19 0.04736095621738449 QueryLikelihoodModelStemNoStop
182 Q0 CACM-675 20 0.04734368277815279 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2305 21 0.0467419889836919 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2516 22 0.0464376285557542 QueryLikelihoodModelStemNoStop
182 Q0 CACM-3057 23 0.04603219051853667 QueryLikelihoodModelStemNoStop
182 Q0 CACM-699 24 0.04588778721748613 QueryLikelihoodModelStemNoStop
182 Q0 CACM-704 25 0.044320898956336646 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1415 26 0.04356847529626543 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1677 27 0.043124019163296785 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2327 28 0.042930868290914734 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1166 29 0.04221684933497498 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2721 30 0.04194816384902362 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1403 31 0.04194272957271396 QueryLikelihoodModelStemNoStop
182 Q0 CACM-961 32 0.041939106721840855 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1087 33 0.04167119523025805 QueryLikelihoodModelStemNoStop
182 Q0 CACM-630 34 0.04149479597843732 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1194 35 0.04132714501280805 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1185 36 0.040997330980018926 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2843 37 0.04063043427630966 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1368 38 0.04062862285087311 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1266 39 0.04062681142543655 QueryLikelihoodModelStemNoStop
182 Q0 CACM-278 40 0.04042537632464005 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1441 41 0.04031732322112606 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1808 42 0.0398013526436566 QueryLikelihoodModelStemNoStop
182 Q0 CACM-3008 43 0.03960477718206095 QueryLikelihoodModelStemNoStop
182 Q0 CACM-972 44 0.039577897369360224 QueryLikelihoodModelStemNoStop
182 Q0 CACM-615 45 0.03940299652112217 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1796 46 0.03900271713815483 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2750 47 0.03881683870187305 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1506 48 0.03874987326876912 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1236 49 0.03869953331765896 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1424 50 0.03869500475406758 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1680 51 0.038247974095702936 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2633 52 0.038241634106675 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1006 53 0.03823891696852017 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1014 54 0.037923006655694605 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1962 55 0.037874946222522236 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2826 56 0.037508151414464494 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1637 57 0.03741731764419226 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1363 58 0.03736085040267185 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2145 59 0.03715372569547647 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1044 60 0.037146479993730254 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1524 61 0.037033467870160694 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2487 62 0.03679788710649834 QueryLikelihoodModelStemNoStop
182 Q0 CACM-116 63 0.03679788710649834 QueryLikelihoodModelStemNoStop
182 Q0 CACM-796 64 0.036750904700120206 QueryLikelihoodModelStemNoStop
182 Q0 CACM-944 65 0.036676629506567714 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1630 66 0.036119262525575596 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2164 67 0.03572334284146848 QueryLikelihoodModelStemNoStop
182 Q0 CACM-3129 68 0.035623684057910596 QueryLikelihoodModelStemNoStop
182 Q0 CACM-598 69 0.03562006120703749 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1612 70 0.035459979730855115 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2313 71 0.03533514408370451 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1568 72 0.03533061552011312 QueryLikelihoodModelStemNoStop
182 Q0 CACM-3152 73 0.035058982447744184 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1252 74 0.034826862847738234 QueryLikelihoodModelStemNoStop
182 Q0 CACM-3111 75 0.034583525212289155 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2301 76 0.034583525212289155 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2643 77 0.03457899664869777 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2304 78 0.03457899664869777 QueryLikelihoodModelStemNoStop
182 Q0 CACM-824 79 0.03447603695872491 QueryLikelihoodModelStemNoStop
182 Q0 CACM-3024 80 0.03440059151871716 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1956 81 0.03437210203279554 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1390 82 0.03436136776127256 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2944 83 0.034218677730253964 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2680 84 0.03399417380632138 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1430 85 0.03396156386962495 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1853 86 0.033947517237225146 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1810 87 0.033947517237225146 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2620 88 0.03377710231885309 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1457 89 0.03371004369273164 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2885 90 0.03371004369273164 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1262 91 0.03362612393148207 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2627 92 0.033555632798520404 QueryLikelihoodModelStemNoStop
182 Q0 CACM-146 93 0.03350968320276664 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2628 94 0.03348726340240473 QueryLikelihoodModelStemNoStop
182 Q0 CACM-3056 95 0.03346222234196911 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2402 96 0.033344201885952655 QueryLikelihoodModelStemNoStop
182 Q0 CACM-2064 97 0.033340579035079546 QueryLikelihoodModelStemNoStop
182 Q0 CACM-174 98 0.033335144758769884 QueryLikelihoodModelStemNoStop
182 Q0 CACM-867 99 0.033246787778100854 QueryLikelihoodModelStemNoStop
182 Q0 CACM-1434 100 0.033056281733936786 QueryLikelihoodModelStemNoStop

For query : 


For query : 


For query : </DOC>


For query : <DOC>


For query : <DOCNO> 21 </DOCNO>

187 Q0 CACM-21 1 0.17875996283990106 QueryLikelihoodModelStemNoStop
187 Q0 CACM-2170 2 0.17834666116506304 QueryLikelihoodModelStemNoStop
187 Q0 CACM-2021 3 0.1608464793732799 QueryLikelihoodModelStemNoStop
187 Q0 CACM-2138 4 0.13737828642506844 QueryLikelihoodModelStemNoStop
187 Q0 CACM-2921 5 0.05979185204776738 QueryLikelihoodModelStemNoStop
187 Q0 CACM-1656 6 0.05571700285244054 QueryLikelihoodModelStemNoStop
187 Q0 CACM-2194 7 0.042965127540994415 QueryLikelihoodModelStemNoStop
